Telemetry GUID (Device+ParamName),"Device 
(CompClass)",Metric (ParamName),Description,"Category
,,,PSU power metrics,,,,NA,NA,NA,,,"2024.?
/redfish/v1/Chassis/{POWERSHELF_CHASSIS_NAME}/PowerSubsystem/PowerSupplies/PSU_{InstanceId}/Metrics
{OutputPowerWatts{Reading}}",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Available OOB,,,,,"2024.?
/redfish/v1/Chassis/{POWERSHELF_CHASSIS_NAME}/PowerSubsystem/PowerSupplies/PSU_{InstanceId}/Metrics
{OutputPowerWatts{Reading}}","2024.?
/redfish/v1/Chassis/$PowershelfChassisId/PowerSubsystem/PowerSupplies/$PSUId/Metrics
{OutputPowerWatts{Reading}}","{PowershelfChassisId:{ChassisType: Shelf}, PSUId: {Id: all}}",,,,,,,,L1,L1,NA
,,,PSU fan speed metrics,,,,NA,NA,NA,,,"2024.?
/redfish/v1/Chassis/{POWERSHELF_CHASSIS_NAME}/PowerSubsystem/PowerSupplies/PSU_{InstanceId}/Metrics
{FanSpeedPercent{Reading}}",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Available OOB,,,,,"2024.?
/redfish/v1/Chassis/{POWERSHELF_CHASSIS_NAME}/PowerSubsystem/PowerSupplies/PSU_{InstanceId}/Metrics
{FanSpeedPercent{Reading}}","2024.?
/redfish/v1/Chassis/$PowershelfChassisId/PowerSubsystem/PowerSupplies/$PSUId/Metrics
{FanSpeedPercent[]{Reading}}","{PowershelfChassisId:{ChassisType: Shelf}, PSUId: {Id: all}}",,,,,,,,L1,L1,NA
,,,Overall health of PSU,,,,NA,NA,NA,,,"2024.?
/redfish/v1/Chassis/{POWERSHELF_CHASSIS_NAME}/PowerSubsystem/PowerSupplies/PSU_{InstanceId}/Metrics
{Status{Health}}",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Available OOB,,,10 Sec,,"2024.?
/redfish/v1/Chassis/{POWERSHELF_CHASSIS_NAME}/PowerSubsystem/PowerSupplies/PSU_{InstanceId}/Metrics
{Status{Health}}","2024.?
/redfish/v1/Chassis/$PowershelfChassisId/PowerSubsystem/PowerSupplies/$PSUId/Metrics
{Status{Health}}","{PowershelfChassisId:{ChassisType: Shelf}, PSUId: {Id: all}}",,,,,,,,L1,L1,NA
,,,Firmware version,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1/Controllers/{InstanceId}
{FirmwareVersion}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Controllers/{InstanceId}
{FirmwareVersion}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Controllers/{InstanceId}
{FirmwareVersion}",,,,,,,,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,1 Hr,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Controllers/{InstanceId}
{FirmwareVersion}","2019.2
/redfish/v1/Systems/$SystemId/Storage/$StorageUnitId/Controllers/{InstanceId}
{FirmwareVersion}",TBA,,,Y,QS NVOEM,,,,nvoem,"L1, R1",NA
,,,Number of CPUs on the system,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1
{Drives@odata.count}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1
{Drives@odata.count}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}
{Drives@odata.count}",,,,,,,,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,1 Hr,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}
{Drives@odata.count}","2019.2
/redfish/v1/Systems/$SystemId/Storage/StorageUnit_0
{Drives@odata.count}",TBA,,,Y,ES NVOEM,,,,nvoem,"L1, R1",NA
,,,Vendor/Manufacturer of this device,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1/Drives/{InstanceId}
{Manufacturer}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{Manufacturer}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Manufacturer}",,,,,,,,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,1 Hr,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Manufacturer}","2019.2
/redfish/v1/Systems/$SystemId/Storage/StorageUnit_0/Drives/NVMe_Device{InstanceId}_NSID1
{Manufacturer}",TBA,,,Y,ES NVOEM,,,,nvoem,"L1, R1",NA
,,,Model number of this device,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1/Drives/{InstanceId}
{Model}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{Model}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Model}",,,,,,,,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,1 Hr,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Model}","2019.2
/redfish/v1/Systems/$SystemId/Storage/StorageUnit_0/Drives/NVMe_Device{InstanceId}_NSID1
{Model}",TBA,,,Y,ES NVOEM,,,,nvoem,"L1, R1",NA
,,,Serial number of this device,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1/Drives/{InstanceId}
{SerialNumber}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{SerialNumber}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{SerialNumber}",,,,,,,,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,1 Hr,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{SerialNumber}","2019.2
/redfish/v1/Systems/$SystemId/Storage/StorageUnit_0/Drives/NVMe_Device{InstanceId}_NSID1
{SerialNumber}",TBA,,,Y,ES NVOEM,,,,nvoem,"L1, R1",NA
,,,Predicted Media life left as a percentage,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1/Drives/{InstanceId}
{PredictedMediaLifeLeftPercent}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{PredictedMediaLifeLeftPercent}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{PredictedMediaLifeLeftPercent}",,,,,,,,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,10 Sec,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{PredictedMediaLifeLeftPercent}","2019.2
/redfish/v1/Systems/$SystemId/Storage/StorageUnit_0/Drives/NVMe_Device{InstanceId}_NSID1
{PredictedMediaLifeLeftPercent}",TBA,,,Y,ES NVOEM,,,,nvoem,"L1, R1",NA
,,,Current speed the drive is operating at,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1/Drives/{InstanceId}
{NegotiatedSpeedGbs}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{NegotiatedSpeedGbs}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{NegotiatedSpeedGbs}",,,,,,,,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,10 Sec,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{NegotiatedSpeedGbs}","2019.2
/redfish/v1/Systems/$SystemId/Storage/StorageUnit_0/Drives/NVMe_Device{InstanceId}_NSID1
{NegotiatedSpeedGbs}",TBA,,,,ES NVOEM,,,,nvoem,"L1, R1",NA
,,,Overall Health of this device,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1/Drives/{InstanceId}
{Status{Health}}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{Status{Health}}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Status{Health}}",,,,,,,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,10 Sec,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Status{Health}}","2019.2
/redfish/v1/Systems/$SystemId/Storage/StorageUnit_0/Drives/NVMe_Device{InstanceId}_NSID1
{Status{Health}}",TBA,,,Y,ES NVOEM,,,,nvoem,"L1, R1",NA
,,,Overall Health of this device + its dependencies,,,NA,,,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/1/Drives/{InstanceId}
{Status{HealthRollup}}","2019.2
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{Status{HealthRollup}}","2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Status{HealthRollup}}",,,,,,,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,No Impact,10 Sec,,"2019.2
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Status{HealthRollup}}","2019.2
/redfish/v1/Systems/$SystemId/Storage/StorageUnit_0/Drives/NVMe_Device{InstanceId}_NSID1
{Status{HealthRollup}}",TBA,,,Y,ES NVOEM,,,,nvoem,"L1, R1",NA
,,,M.2 NVME temperature,,,NA,,,,,"2023.3
/redfish/v1/Chassis/NVME_M2_{InstanceId}/Sensors/NVME_M2_{InstanceId}_Temp_{InstanceId}
{Reading}","2023.3
/redfish/v1/Chassis/{NVME_M2_CHAS_NAME}_{InstanceId}/Sensors/{NVME_M2_CHAS_NAME}_{InstanceId}_Temp_{InstanceId}
{Reading}",,,,,,,,NA,,,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Sec,,"2023.3
/redfish/v1/Chassis/{NVME_M2_CHAS_NAME}_{InstanceId}/Sensors/{NVME_M2_CHAS_NAME}_{InstanceId}_Temp_{InstanceId}
{Reading}","2023.3
/redfish/v1/Chassis/$ChassisId/Sensors/$SensorId
{Reading}","{ChassisId:{Id_contains: NVME_M2}, SensorId: {ReadingType: Temperature, Id_contains: NVME_M2}}",,,,QS NVOEM,,,,nvoem,L1,NA
,,,E1.S temperature,,,NA,,,,,"2023.3
/redfish/v1/Chassis/StorageBackplane_{InstanceId}/Sensors/StorageBackplane_{InstanceId}_SSD_{InstanceId}_Temp_{InstanceId}
{Reading}","2023.3
/redfish/v1/Chassis/{STORAGE_BPN_NAME}_{InstanceId}/Sensors/{STORAGE_BPN_NAME}_{InstanceId}_SSD_{InstanceId}_Temp_{InstanceId}
{Reading}",,,,,,,,NA,,,NA,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Sec,,"2023.3
/redfish/v1/Chassis/{STORAGE_BPN_NAME}_{InstanceId}/Sensors/{STORAGE_BPN_NAME}_{InstanceId}_SSD_{InstanceId}_Temp_{InstanceId}
{Reading}","2023.3
/redfish/v1/Chassis/$ChassisId/Sensors/$SensorId
{Reading}","{ChassisId:{Id_contains: StorageBackplane}, SensorId: {ReadingType: Temperature, Id_contains: SSD}}",,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe capable speed,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{CapableSpeedGbs}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{CapableSpeedGbs}",,,,,,,,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Min,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{CapableSpeedGbs}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe capacity,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{CapacityBytes}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{CapacityBytes}",,,,,,,,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Min,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{CapacityBytes}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe failure predicted,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{FailurePredicted}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{FailurePredicted}",,,,,,,NA,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Sec,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{FailurePredicted}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe form factor,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{FormFactor}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{FormFactor}",,,,,,,,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Min,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{FormFactor}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe Media type,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{MediaType}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{MediaType}",,,,,,,,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Min,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{MediaType}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe name,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{Name}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Name}",,,,,,,,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Min,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Name}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe part number,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{PartNumber}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{PartNumber}",,,,,,,,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Min,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{PartNumber}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe physical location,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{PhysicalLocation}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{PhysicalLocation}",,,,,,,,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Min,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{PhysicalLocation}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe protocl,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{Protocol}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Protocol}",,,,,,,,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Min,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Protocol}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe state,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{Status{State}}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Status{State}}",,,,,,,NA,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Sec,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{Status{State}}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,NVMe status indicator,,,NA,,,,,"2023.3
/redfish/v1/Systems/System_{InstanceId}/Storage/1/Drives/{InstanceId}
{StatusIndicator}","2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{StatusIndicator}",,,,,,,NA,NA,,,Yes,NA,Yes,NA,Yes,,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,,,10 Sec,,"2023.3
/redfish/v1/Systems/{BMC_NOT_HMC_SYSTEM_NAME}_{InstanceId}/Storage/{STORAGE_UNIT_NAME}/Drives/{InstanceId}
{StatusIndicator}",,,,,,QS NVOEM,,,,nvoem,L1,NA
,,,Total number of times the Port Training state machine has failed the link error recovery process and downed the link.,,,"NSM: 0x01, 0x01",NA,NA,TBD,"2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{Oem{Nvidia{LinkDownedCount}}}","2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{Oem{Nvidia{LinkDownedCount}}}","2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{Oem{Nvidia{LinkDownedCount}}}",/redfish/v1/TelemetryService/MetricReports/HGX_NetworkAdapterPortMetrics_0,,,,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,NO,No Impact,1 Hr,30,"2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{Oem{Nvidia{LinkDownedCount}}}","2023.0b 
/redfish/v1/Chassis/$ChassisId/NetworkAdapters/$NetworkAdapterId/Ports/$PortId/Metrics
{Oem{Nvidia{LinkDownedCount}}}","{ChassisId: {Id_contains: {allOf: [HGX, NIC], not: [RoT]}}, NetworkAdapterId: {Id: all}, PortId: {PortProtocol: NVLink}}",,,Y,ES,,,,L0,L1,NA
,,,"Total number of packets containing an error that were received on the port. These errors include:
 • Local physical errors (ICRC, VCRC, LPCRC, and all physical errors that cause entry into the BAD PACKET or BAD PACKET DISCARD states of the packet receiver state machine)
 • Malformed data packet errors (LVer, length, VL)
 • Malformed link packet errors (operand, length, VL)
 • Packets discarded due to buffer overrun",,,"NSM: 0x01, 0x01",NA,,TBD,"2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{RXErrors}}","2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{RXErrors}}","2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{RXErrors}}",/redfish/v1/TelemetryService/MetricReports/HGX_NetworkAdapterPortMetrics_0,,,,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Available,NO,No Impact,1 Hr,30,"2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{RXErrors}}","2023.0b 
/redfish/v1/Chassis/$ChassisId/NetworkAdapters/$NetworkAdapterId/Ports/$PortId/Metrics
{RXErrors}","{ChassisId: {Id_contains: {allOf: [HGX, NIC], not: [RoT]}}, NetworkAdapterId: {Id: all}, PortId: {PortProtocol: NVLink}}",,,Y,ES,,,,L0,L1,NA
,,,Total number of outbound packets discarded by the port because the port is down or congested.,,,"NSM: 0x01, 0x01",NA,,TBD,"2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{Networking{TXDiscards}}","2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{Networking{TXDiscards}}","2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{Networking{TXDiscards}}",/redfish/v1/TelemetryService/MetricReports/HGX_NetworkAdapterPortMetrics_0,,,,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Available OOB,NO,No Impact,1 Hr,30,"2023.0b 
/redfish/v1/Chassis/{CHASSIS_NETWORK_ID}_{InstanceId}/NetworkAdapters/{NETWORK_ID}_{InstanceId}/Ports/{PORT_ID}_{InstanceId}/Metrics
{Networking{TXDiscards}}","2023.0b 
/redfish/v1/Chassis/$ChassisId/NetworkAdapters/$NetworkAdapterId/Ports/$PortId/Metrics
{Networking{TXDiscards}}","{ChassisId: {Id_contains: {allOf: [HGX, NIC], not: [RoT]}}, NetworkAdapterId: {Id: all}, PortId: {PortProtocol: NVLink}}",,,Y,ES,,,,L0,L1,NA
